path_increase,variable_increase,constraint_increase
1.0,1.0284552845528456,1.002880658436214
0.6666666666666666,0.6869918699186992,0.668724279835391
0.3333333333333333,0.34552845528455284,0.3345679012345679
0.16666666666666666,0.17479674796747968,0.16748971193415638
0.08333333333333333,0.08943089430894309,0.08395061728395062
0.08333333333333333,0.08943089430894309,0.08395061728395062
0.003663003663003663,0.036585365853658534,0.0069958847736625515
0.0004578754578754579,0.008130081300813009,0.0012345679012345679
