,cpv_increase,cost_increase
0,1.0000261067719505,1.008265358153924
1,1.000473754432422,1.0011949704766372
2,1.0009038619556285,1.0018992771124562
3,1.0035712066449238,1.00678618282633
4,1.004924035360876,1.0000000000000004
5,1.0052579735606744,1.0029360721734248
6,1.009324499662742,1.0013499541021846
7,1.0125665045533179,1.001171743789542
